kode,nama,link_profil,alamat,kabupaten,kota,provinsi
20233657,SMAN 1 PATOKBEUSI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/685DA0F0-DAED-4CE4-B96A-7CBF97B5CB26,JL. RAYA RAWAGEBANG KM. 1 PATOKBEUSI Ciberes Kec. Patokbeusi Kab. Subang Prov. Jawa Barat,Kab. Subang,,Jawa Barat
69944369,SMAS PELITA UTAMA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C3D6236-082F-473F-9713-7CC439B464F5,Jl. Yos Sudarso Blok A No 4-5 Lubuk Baja Kota Kec. Lubuk Baja Kota Batam Prov. Kepulauan Riau,,Kota Batam,Kepulauan Riau
30203401,SMAS KARYA PALANGKA RAYA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C49C58BC-255A-49C6-AFBC-7CC457FE30FC,JL.RAJAWALI I / GARUDA IV Palangka Kec. Jekan Raya Kota Palangka Raya Prov. Kalimantan Tengah,,Kota Palangka Raya,Kalimantan Tengah
70055451,Sekolah Rakyat Menengah Atas 37 Gresik,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E14F158-5240-489F-99AF-7CC557F28A2D,"Jl. Kanjeng Sepuh, Desa Mriyunan Kec. Si... Mriyunan Kec. Sidayu Kab. Gresik Prov. Jawa Timur",Kab. Gresik,,Jawa Timur
10302806,SMAN 4 SIJUNJUNG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85A2D7F2-D5BA-495B-95C8-7CCBAFB92791,JL. PADANG SIBUSUK SELATAN PADANG SIBUSUK Kec. Kupitan Kab. Sijunjung Prov. Sumatera Barat,Kab. Sijunjung,,Sumatera Barat
10606615,SMAN 2 MARTAPURA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20EF0E28-F88D-4777-8486-7CCD1F9BF036,Jl. Merdeka No. 400 Sungai Tuha Jaya Kec. Martapura Kab. Ogan Komering Ulu Timur Prov. Sumatera Selatan,Kab. Ogan Komering Ulu Timur,,Sumatera Selatan
20502726,SMAN 1 PURI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70191D3E-160C-4ED6-BCD8-7CD405CB8DC4,JL. JAYANEGARA NO.2 Banjaragung Kec. Puri Kab. Mojokerto Prov. Jawa Timur,Kab. Mojokerto,,Jawa Timur
40100316,SMAS SWADHARMA WERDI AGUNG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB9355F8-A753-423A-BEB0-7CD6BBE61FBB,JL. SWADHARMA NO.2 Werdhi Agung Kec. Dumoga Barat Kab. Bolaang Mongondow Prov. Sulawesi Utara,Kab. Bolaang Mongondow,,Sulawesi Utara
69755458,SMA PELANGI KASIH,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF7FD69F-5D44-4293-AEFA-7CDAE33E17E6,TAMAN GRISENDA A1/28 JL. PANTAI INDAH TI... KAPUK MUARA Kec. Penjaringan Kota Adm. Jakarta Utara Prov. D.K.I. Jakarta,,Kota Adm. Jakarta Utara,D.K.I. Jakarta
20104419,SMAS KRISTEN TIARA KASIH,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E419E212-135F-4502-84C8-7CDFAC6108A8,JL.DARMA RAYA BLOK C1 TSI Semanan Kec. Kali Deres Kota Adm. Jakarta Barat Prov. D.K.I. Jakarta,,Kota Adm. Jakarta Barat,D.K.I. Jakarta
10303766,SMAN 4 SOLOK,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/81E05188-7E97-4FC8-8A21-7CE15EB79D43,Jl. Syahbaran No. 5 Ampang Kualo-Laing Nan Balimo Kec. Tanjung Harapan Kota Solok Prov. Sumatera Barat,,Kota Solok,Sumatera Barat
30104898,SMAN 1 NANGA PINOH,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/74D611A7-C80E-4C29-89AD-7CE3D8B5D4A2,JL. JUANG NANGA PINOH Paal Kec. Nanga Pinoh Kab. Melawi Prov. Kalimantan Barat,Kab. Melawi,,Kalimantan Barat
50308364,SMAN 1 NDOSO,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92174CB7-8F46-4347-9D32-7CE719B6BC3D,TENTANG Tentang Kec. Ndoso Kab. Manggarai Barat Prov. Nusa Tenggara Timur,Kab. Manggarai Barat,,Nusa Tenggara Timur
10203524,SMAN 1 PARBULUAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0ECF91E-ADC5-467E-A8E1-7CE755067219,JL. SM RAJA KM 20 SIGALINGGING Parbuluan Iv Kec. Parbuluan Kab. Dairi Prov. Sumatera Utara,Kab. Dairi,,Sumatera Utara
20300621,SMA YOS SUDARSO CILACAP,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDF7FE35-273C-488C-BB21-7CE963BEA65F,JL. JENDRAL AHMAD YANI NO. 54 Sidakaya Kec. Cilacap Selatan Kab. Cilacap Prov. Jawa Tengah,Kab. Cilacap,,Jawa Tengah
69878867,SMA NEGERI 4 TUALANG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/189B53DD-18C5-4F2C-8BDC-7CE9BA555D22,JL. H. ABDULLAH MAREDAN Tualang Kec. Tualang Kab. Siak Prov. Riau,Kab. Siak,,Riau
10210861,SMAN 8 MEDAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51A55E5B-C17B-4C6E-BF8F-7CED00D57198,JL. SAMPALI NO. 23 Pandau Hulu Ii Kec. Medan Area Kota Medan Prov. Sumatera Utara,,Kota Medan,Sumatera Utara
10300831,SMAN 1 DUA KOTO,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3FFE4E74-BB19-4111-A8F5-7CEDE4FD381E,JALAN PANTI SIMPANG EMPAT Nagari Cubadak Kec. II Koto Kab. Pasaman Prov. Sumatera Barat,Kab. Pasaman,,Sumatera Barat
10608963,SMAN 3 SEKAYU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDFDE659-2370-4722-994C-7CEF4FD726E8,DESA LUMPATAN Lumpatan II Kec. Sekayu Kab. Musi Banyuasin Prov. Sumatera Selatan,Kab. Musi Banyuasin,,Sumatera Selatan
10264637,SMAS HAS SEPAKAT,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41852258-8683-4CD0-8772-7CF1DF81FDEC,JL.BESAR NEGERI LAMA NO.95 Negeri Lama Kec. Bilah Hilir Kab. Labuhanbatu Prov. Sumatera Utara,Kab. Labuhanbatu,,Sumatera Utara
10303473,SMAS KATHOLIK XAVERIUS,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A81B2DFA-9DEE-476D-BBC5-7CF7A8007ECC,JL. DOBI NO. 15 A Kampung Pondok Kec. Padang Barat Kota Padang Prov. Sumatera Barat,,Kota Padang,Sumatera Barat
20100170,SMA KANISIUS,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F75B023-45E3-4C78-B915-7CFAE371918C,JL. MENTENG RAYA No. 64 JAKARTA Kebon Sirih Kec. Menteng Kota Adm. Jakarta Pusat Prov. D.K.I. Jakarta,,Kota Adm. Jakarta Pusat,D.K.I. Jakarta
70043994,SMA IT EL AZZAM SUKABUMI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C209CE7D-6CE8-4BFF-B461-7D0067C8D98B,Jl. Cikaret RT. 04 RW. 04 Sasagaran Kec. Kebon Pedes Kab. Sukabumi Prov. Jawa Barat,Kab. Sukabumi,,Jawa Barat
70050752,SMA TQ HIDAYATUL MUBTADIIEN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92DDACA7-FCF6-4806-8BA7-7D0487EE3A5B,JL. Ir Sutami Km. 45 Bauh Gunung Sari Kec. Sekampung Udik Kab. Lampung Timur Prov. Lampung,Kab. Lampung Timur,,Lampung
40400749,SMAN 1 TIKEP,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9F17F8A-267B-4BFC-AC06-7D0865471C30,JL. POROS KAMBARA KEL. WAUMERE WAUMERE Kec. Tiworo Kepulauan Kab. Muna Barat Prov. Sulawesi Tenggara,Kab. Muna Barat,,Sulawesi Tenggara
40601055,UPTD SMAN 1 NOSU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C4F5D54-A8AD-4DD4-9DF7-7D0CECDE3387,Jl. Olahraga 10 Kel. Nosu Kec. Nosu Kab... Nosu Kec. Nosu Kab. Mamasa Prov. Sulawesi Barat,Kab. Mamasa,,Sulawesi Barat
70010967,SMA NEGERI ISIM MANOKWARI SELATAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/08B0C5AE-B0A1-47F8-A0DF-7D0FE07CCA33,"Kampung Isim, Distrik Isim Manokwari sel... Isim Kec. Dataran Isim Kab. Manokwari Selatan Prov. Papua Barat",Kab. Manokwari Selatan,,Papua Barat
10219109,SMAN HAMPARAN PERAK,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2255A91-2649-44C8-84AC-7D12DC86E070,JL. TITI PAYUNG-BULU CINA KOTA RANTANG Kec. Hamparan Perak Kab. Deli Serdang Prov. Sumatera Utara,Kab. Deli Serdang,,Sumatera Utara
20510146,SMAN 3 PONOROGO,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3084CF9D-CB60-4005-8A63-7D185ECFC824,Jl. Laks. Yos Sudarso III/1 Paju Kec. Ponorogo Kab. Ponorogo Prov. Jawa Timur,Kab. Ponorogo,,Jawa Timur
