kode,nama,link_profil,alamat,kabupaten,kota,provinsi
69786368,SMAS DWIMAS SEJATI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/71D046C9-CE1B-4652-8196-E3B961024BA6,PT. BNS Km. 12.5 Desa Rotan Semelur Pela... Rotan Semelur Kec. Pelangiran Kab. Indragiri Hilir Prov. Riau,Kab. Indragiri Hilir,,Riau
69944385,SMA PGRI KADUPANDAK,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA52D35D-AB53-46D5-A0AC-E3BB5F5871C2,Kp. Wargasari Wargasari Kec. Kadupandak Kab. Cianjur Prov. Jawa Barat,Kab. Cianjur,,Jawa Barat
20603360,SMAN 8 KABUPATEN TANGERANG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DDD29F35-5362-47AC-A63C-E3BCEA8D1A96,JL. SILIWANGI NO. 30 CISOKA Cisoka Kec. Cisoka Kab. Tangerang Prov. Banten,Kab. Tangerang,,Banten
70043933,SMAS MULYO BUDIONO ISLAMIC BOARDING SCHOOL,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A97E3EDA-DAB6-4EDB-A20E-E3BDE23A2811,"Jl. Batu Nirwana RT.06 RW.01, Kelurahan ... Semabung Lama Kec. Bukit Intan Kota Pangkal Pinang Prov. Kepulauan Bangka Belitung",,Kota Pangkal Pinang,Kepulauan Bangka Belitung
10501837,SMAN 7 TANJUNG JABUNG  BARAT,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EEA0047-33CF-460B-8E48-E3C7B9BB34A3,JL. MERPATI NO.1 DESA DATARAN KEMPAS Dataran Kempas Kec. Tebing Tinggi Kab. Tanjung Jabung Barat Prov. Jambi,Kab. Tanjung Jabung Barat,,Jambi
20313050,SMAS BHAKTI PRAJA 3 KALIJAMBE,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E32F915A-D573-4393-A52B-E3CD8A99238B,JL. SOLO - PURWODADI KM. 15 Samberembe Kec. Kalijambe Kab. Sragen Prov. Jawa Tengah,Kab. Sragen,,Jawa Tengah
30108801,SMAN 2 SEKADAU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5EFAD57-56FE-4C4F-B033-E3D1E074B50C,"JL. SEBERANG KAPUAS, SEKADAU HILIR Seberang Kapuas Kec. Sekadau Hilir Kab. Sekadau Prov. Kalimantan Barat",Kab. Sekadau,,Kalimantan Barat
20202251,SMAN 1 WARUNG KIARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C7D8171A-897C-4DF0-B409-E3D323009169,JL. PELABUHAN RATU KM. 29 WARUNGKIARA Warungkiara Kec. Warung Kiara Kab. Sukabumi Prov. Jawa Barat,Kab. Sukabumi,,Jawa Barat
70048439,SMA TERPADU AL-MA ARIF,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F4D23950-B58D-4FDF-A2BB-E3D3A2E47EEE,Jl. Raya Kerehkel Kp. Bojong Tengah RT. ... Karehkel Kec. Leuwiliang Kab. Bogor Prov. Jawa Barat,Kab. Bogor,,Jawa Barat
30402381,SMAN 1 DAMAI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/307C592D-F1E8-4D58-A132-E3D45269ACB7,JL. TRANS KALIMANTAN RT.VI Jengan Danum Kec. Damai Kab. Kutai Barat Prov. Kalimantan Timur,Kab. Kutai Barat,,Kalimantan Timur
