kode,nama,link_profil,alamat,kabupaten,kota,provinsi
60300487,SMA NEGERI 1 SERUI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C4A66FC5-F315-400A-BBBC-B3009BA7FE56,JLN. MALUKU  SERUI Serui Kota Kec. Yapen Selatan Kab. Kepulauan Yapen Prov. Papua,Kab. Kepulauan Yapen,,Papua
50205414,SMAN 1 LABUAPI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1A71401-0540-42CE-BA89-B304B483D60C,JL.GUNUNG PENGSONG Telaga Waru Kec. Labuapi Kab. Lombok Barat Prov. Nusa Tenggara Barat,Kab. Lombok Barat,,Nusa Tenggara Barat
69768270,SMAN 2 SEPAUK,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E85BA2C4-E3B2-40A5-82DF-B30A9926AE39,SEPAUK Sekubang Kec. Sepauk Kab. Sintang Prov. Kalimantan Barat,Kab. Sintang,,Kalimantan Barat
50305261,SMAS EL TARI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B3417DAC-ACF6-4127-A09B-B3101114AC3F,JALAN EL TARI III Fontein Kec. Kota Raja Kota Kupang Prov. Nusa Tenggara Timur,,Kota Kupang,Nusa Tenggara Timur
69822736,SMAN 14 BERAU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F83CB008-D39D-4AE4-BA2D-B3112196D5C8,Jln. Hasanuddin Rt. 02 Kampung Manunggal... Manunggal Jaya Kec. Biatan Kab. Berau Prov. Kalimantan Timur,Kab. Berau,,Kalimantan Timur
20202250,SMAN 1 SUKARAJA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2CFB5F05-E5FF-44A1-8F7D-B313A3926C34,JL. MH. HOLIL NO. 261/78 Sukaraja Kec. Sukaraja Kab. Sukabumi Prov. Jawa Barat,Kab. Sukabumi,,Jawa Barat
30301490,SMAN 1 TAPIN SELATAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9E5B6679-5576-41BC-A664-B313F1747C44,JL. MUNGGU KAPASAN NO. 165 TAMBARANGAN Kec. Tapin Selatan Kab. Tapin Prov. Kalimantan Selatan,Kab. Tapin,,Kalimantan Selatan
69970103,SMA TUNAS DAUD,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5ADA2F5C-3CB0-466C-B327-B313FDB1E162,JL. IGK JELANTIK GOSA NO. 23 B Sapta Marga Kec. Cakranegara Kota Mataram Prov. Nusa Tenggara Barat,,Kota Mataram,Nusa Tenggara Barat
10202002,SMA SWASTA KATOLIK KABANJAHE,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/062979D1-12C6-468F-87E9-B316AE2B97DA,JL.IRIAN KABAJAHE Lau Cimba Kec. Kabanjahe Kab. Karo Prov. Sumatera Utara,Kab. Karo,,Sumatera Utara
10494576,SMAN 1 KERITANG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9423979E-8387-4927-9C27-B31ADF1615CD,JL. H. USMAN NO. 4 KOTA BARU Kotabaru Reteh Kec. Keritang Kab. Indragiri Hilir Prov. Riau,Kab. Indragiri Hilir,,Riau
20536816,SMAS PGRI BATU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/02B38C7F-AFA4-4F65-9CCB-B323DBA2C3B1,JL. IMAM BONJOL III / 9 BATU Sisir Kec. Batu Kota Batu Prov. Jawa Timur,,Kota Batu,Jawa Timur
10202787,SMA NEGERI 2 BANDAR,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0F0794E4-92B6-4171-99B7-B324C860E620,MARIHAT BANDAR MARIHAT BANDAR Kec. Bandar Kab. Simalungun Prov. Sumatera Utara,Kab. Simalungun,,Sumatera Utara
