kode,nama,link_profil,alamat,kabupaten,kota,provinsi
10110338,SMA Negeri 4 KUALA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCD5D44E-9F29-45EB-90F4-1C50BCE2750F,JL. Kuala Tuha - Lamie Km. 10 Gp. Kuala ... Kuala Tadu Kec. Tadu Raya Kab. Nagan Raya Prov. Aceh,Kab. Nagan Raya,,Aceh
10507235,SMAS MEGATAMA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2FE33B6C-8B27-486B-9527-1C553BE7EE9C,JL. Megatama RT. 24 Kelurahan Bakung Jay... Bakung Jaya Kec. Paal Merah Kota Jambi Prov. Jambi,,Kota Jambi,Jambi
10214164,SMAS GALIH AGUNG KUTALIMBARU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C742533B-AB21-43A7-B5F4-1C581C522027,JL. BERDIKARI DS. LAU BEKERI Lau Bakeri Kec. KutaIimbaru Kab. Deli Serdang Prov. Sumatera Utara,Kab. Deli Serdang,,Sumatera Utara
20606834,SMAS SETIA BHAKTI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ED2F2022-16A9-4748-86E9-1C5A45712FFD,JL. KISAMAUN NO. 171 Sukasari Kec. Tangerang Kota Tangerang Prov. Banten,,Kota Tangerang,Banten
69786255,SMAS DARUS SUADA AL AHAD,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6A15F91A-47F2-4860-9003-1C5E7517D3F1,Jl. Bunten Timur Bunten Timur Kec. Ketapang Kab. Sampang Prov. Jawa Timur,Kab. Sampang,,Jawa Timur
69964619,SMA TARUNA NUSANTARA INDONESIA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4DA1E9D3-7505-4FC3-9774-1C6452100597,JL. Raya Purwakarta Kp Warga Saluyu Cika... Cisomang Barat Kec. Cikalongwetan Kab. Bandung Barat Prov. Jawa Barat,Kab. Bandung Barat,,Jawa Barat
70043878,SMAIT AN-NIDA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/26E443CF-61BF-41F4-ACEC-1C660964CBD9,Jalan Sadewa Rt.004 Marga Mulya Kec. Lubuk Linggau Selatan II Kota Lubuk Linggau Prov. Sumatera Selatan,,Kota Lubuk Linggau,Sumatera Selatan
10210887,SMA SWASTA NURANI BELAWAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/373739EA-EADF-4FB5-9090-1C6B4AA970A2,JL. KAKAP 2 BELAWAN Belawan Bahagia Kec. Medan Kota Belawan Kota Medan Prov. Sumatera Utara,,Kota Medan,Sumatera Utara
69929246,SMA NURUL FALAH CINANGSI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0273A088-245E-4FBC-BE3E-1C6E7276A9F8,Kp. Cinangsi RT 05/05 Depok Kec. Pakenjeng Kab. Garut Prov. Jawa Barat,Kab. Garut,,Jawa Barat
69964653,SMAN 2 CIKARANG BARAT,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/65DB7245-2AD9-4680-8112-1C6E99591408,Perumahan Metland Cibitung Cikarang Bara... Telagamurni Kec. Cikarang Barat Kab. Bekasi Prov. Jawa Barat,Kab. Bekasi,,Jawa Barat
