kode,nama,link_profil,alamat,kabupaten,kota,provinsi
20231283,SMAS BUNDA HATI KUDUS,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3C0EA0E-58A5-440D-86B8-8379BBC6C165,JL. TRANSYOGI KM.6 KOTA WISATA Nagrak Kec. Gunungputri Kab. Bogor Prov. Jawa Barat,Kab. Bogor,,Jawa Barat
69973014,SMA ASSAHIL,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF18B51B-009B-4493-8323-838A2E803A89,Jl. Kauman No. 01 RT.04 RW. 06 Tanjung Wangi Kec. Waway Karya Kab. Lampung Timur Prov. Lampung,Kab. Lampung Timur,,Lampung
40202311,SMAN 1 DAMPAL SELATAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/505C20AB-157A-4747-91E8-838A811B5BEF,JL. RAJA ALAM NO.35 Bangkir Kec. Dampal Selatan Kab. Tolitoli Prov. Sulawesi Tengah,Kab. Tolitoli,,Sulawesi Tengah
20233662,SMAS PGRI TANJUNG SIANG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE800624-4C06-4FE9-A781-838B27F20793,JL. RAYA TANJUNGSIANG Kawungluwuk Kec. Tanjungsiang Kab. Subang Prov. Jawa Barat,Kab. Subang,,Jawa Barat
40316315,SMAS MUHAMMADIYAH PATTONGKO,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CEA032C8-6DBF-422F-B5FD-8393915C60EA,JL. MATTIRO BAJI NO. 22 B Pattongko Kec. Sinjai Tengah Kab. Sinjai Prov. Sulawesi Selatan,Kab. Sinjai,,Sulawesi Selatan
10104851,SMA NEGERI 10 ACEH BARAT DAYA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C93DD56-C366-4ED7-938B-8396DA82EFDB,JL. NASIONAL BLANGPIDIE - MEULABOH KM. 2... Gelanggang Gajah Kec. Kuala Batee Kab. Aceh Barat Daya Prov. Aceh,Kab. Aceh Barat Daya,,Aceh
10206127,SMAN 1 PAHAE JULU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9D5FDDC-C4E4-4212-84AF-839A0C30F5B9,JL. SIGOMPULON Huta Barat Kec. Pahae Julu Kab. Tapanuli Utara Prov. Sumatera Utara,Kab. Tapanuli Utara,,Sumatera Utara
20253753,SMAS ISLAM KARANGBAHAGIA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/445687D2-B6A5-44ED-9915-839AA5A20585,JL. PILAR SUKATANI KP.SUKAMANTRI Sukaraya Kec. Karang Bahagia Kab. Bekasi Prov. Jawa Barat,Kab. Bekasi,,Jawa Barat
10259930,SMAS TARBIYAH ISLAMIYAH,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F98D81C3-87C9-46DD-BE90-839AE9A64C10,JL. PERINTIS KEMERDEKAAN Kampung Selemak Kec. Hamparan Perak Kab. Deli Serdang Prov. Sumatera Utara,Kab. Deli Serdang,,Sumatera Utara
10400347,SMA NEGERI 1 SALO,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0809EF3C-2FB2-4A3A-8E2E-839BC47649DA,JL. STANUM Salo Timur Kec. Salo Kab. Kampar Prov. Riau,Kab. Kampar,,Riau
30109701,SMAS ABDUSSALAM,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5955973-21D9-4BEF-B278-839D4E01AA04,JL. PARIT SURABAYA Pasak Kec. Sungai Ambawang Kab. Kubu Raya Prov. Kalimantan Barat,Kab. Kubu Raya,,Kalimantan Barat
20219775,SMAS PLUS MUTHAHHARI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4B56E48-8AB7-49EE-9F85-839F0F96A060,JL. KAMPUS 2 NO. 13 - 17 Babakan Sari Kec. Kiaracondong Kota Bandung Prov. Jawa Barat,,Kota Bandung,Jawa Barat
69759042,SMA NEGERI 3 SAMALANGA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ECB2087D-D8AA-4585-8B3B-839F6B73F3D8,JL B ACEH - MEDAN KM 177 Cot Mane Kec. Samalanga Kab. Bireuen Prov. Aceh,Kab. Bireuen,,Aceh
10214151,SMAS PANCA JAYA GALANG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EDA09297-E06F-46EF-8086-83A00597C62A,JL. SEI KARANG/ AMALIYAH GALANG Galang Kota Kec. Galang Kab. Deli Serdang Prov. Sumatera Utara,Kab. Deli Serdang,,Sumatera Utara
10112966,SMA NEGERI 2 BLANGKEJEREN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/034DC78E-39E8-432D-8F29-83A47A28DD35,JL. PORANG-KUTE BUKIT Rak Lintang Kec. Blang Pegayon Kab. Gayo Lues Prov. Aceh,Kab. Gayo Lues,,Aceh
10825022,SMAN 2 NEGARA BATIN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88840EC4-E53D-418B-AF5A-83A69499F10E,"JL. BGD ADI JAYA KEC, NEGARA BATIN, KAB.... Adi Jaya Kec. Negara Batin Kab. Way Kanan Prov. Lampung",Kab. Way Kanan,,Lampung
