kode,nama,link_profil,alamat,kabupaten,kota,provinsi
40304499,SMAN 3 SINJAI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DD179490-BD20-4E13-A2FD-45C511386DF1,Jl. Karaeng Badong No. 7 Tondong Kampala Kec. Sinjai Timur Kab. Sinjai Prov. Sulawesi Selatan,Kab. Sinjai,,Sulawesi Selatan
20525867,SMAS SULTAN AGUNG ROGOJAMPI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B580ACCD-AD08-4B51-A954-45D04A2DAE17,JL. KH. HASYIM ASHARI 03 Rogojampi Kec. Rogojampi Kab. Banyuwangi Prov. Jawa Timur,Kab. Banyuwangi,,Jawa Timur
40306085,SMAN 4 LUWU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/04D4230B-3F03-4815-840F-45D050763888,JL. PENDIDIKAN NO. 24 Padang Sappa Kec. Ponrang Kab. Luwu Prov. Sulawesi Selatan,Kab. Luwu,,Sulawesi Selatan
20527230,SMAS WACHID HASYIM,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B89909D-CAC4-40E0-A658-45D229A84608,JL. Parteker No. 1 Parteker Kec. Pamekasan Kab. Pamekasan Prov. Jawa Timur,Kab. Pamekasan,,Jawa Timur
70037235,SMA PLUS DARUL CHALIDI NW PRINGGASELA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E3BE2FAC-476A-4568-9FD9-45D5ECB471C1,Jln. H. Rawisah  No. B08 Gubuk Daya Timu... Pringgasela Kec. Pringgasela Kab. Lombok Timur Prov. Nusa Tenggara Barat,Kab. Lombok Timur,,Nusa Tenggara Barat
50304775,SMAN 1 MBELILING,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C45D687-66A9-4DC0-A47B-45DE2F6141B3,NOA Golo Ndoal Kec. Mbeliling Kab. Manggarai Barat Prov. Nusa Tenggara Timur,Kab. Manggarai Barat,,Nusa Tenggara Timur
10504558,SMAS NASIONAL SARIPUTRA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/37E31B40-9866-4FE8-9357-45F2BA0E02EA,JL. P. DIPONEGORO NO. 67 Sulan Jana Kec. Jambi Timur Kota Jambi Prov. Jambi,,Kota Jambi,Jambi
30107739,SMAN 2 MANDOR,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B8C17A7-9BB2-4D3F-85F4-45F392DBDF45,Jalan Raya kayu Tanam - Ngarak Kayu Tanam Kec. Mandor Kab. Landak Prov. Kalimantan Barat,Kab. Landak,,Kalimantan Barat
69775289,SMAN 2 KUWUS,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/151DC821-3435-4BAF-A45A-45FB3D046AF1,HAWE WAJUR Kec. Kuwus Kab. Manggarai Barat Prov. Nusa Tenggara Timur,Kab. Manggarai Barat,,Nusa Tenggara Timur
10201336,SMAN 1 SELESAI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C007EF5-8AFD-4406-B708-4605469C5559,JLN. BINJAI-SELAYANG SIMPANG SELESAI Padang Brahrang Kec. Selesai Kab. Langkat Prov. Sumatera Utara,Kab. Langkat,,Sumatera Utara
