kode,nama,link_profil,alamat,kabupaten,kota,provinsi
40101754,SMA NEGERI 1 LIRUNG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E8BFDF17-3D52-4116-9807-377E94EEB12D,KEL.LIRUNG MATANE Lirung Matane Kec. Lirung Kab. Kepulauan Talaud Prov. Sulawesi Utara,Kab. Kepulauan Talaud,,Sulawesi Utara
20515451,SMAS VETERAN REJOTANGAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/129CEA9F-2193-4CBA-9BB6-377EDD583527,JL. Raya No 35 Rejotangan Rejotangan Kec. Rejotangan Kab. Tulungagung Prov. Jawa Timur,Kab. Tulungagung,,Jawa Timur
10604715,SMAS KADER PEMBANGUNAN BATURAJA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C64B552-D5C5-4DD7-A082-378BD5A2339F,DR. MOHAMMAD HATTA NO.283-C BATURAJA Sukaraya Kec. Baturaja Timur Kab. Ogan Komering Ulu Prov. Sumatera Selatan,Kab. Ogan Komering Ulu,,Sumatera Selatan
20400870,SMAS IMMANUEL KALASAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/94046737-FADA-4BDB-90ED-378DEA5EF287,"JL. SOLO KM. 15, KALASAN Taman Martani Kec. Kalasan Kab. Sleman Prov. D.I. Yogyakarta",Kab. Sleman,,D.I. Yogyakarta
10110489,SMA NEGERI 2 SAMPOINIET,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58868918-7532-4F9A-8031-37911E1B916B,JL. LIGAN PANTE PURBA Ligan Kec. Sampoiniet Kab. Aceh Jaya Prov. Aceh,Kab. Aceh Jaya,,Aceh
20308446,SMA NEGERI 1 KEMUSU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2C6C9FF-614A-46F3-8559-37981E074B9E,"DESA KLEWOR, KEMUSU, BOYOLALI Klewor Kec. Kemusu Kab. Boyolali Prov. Jawa Tengah",Kab. Boyolali,,Jawa Tengah
30109723,SMAN 1 BIKA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/455267EF-19DC-4EF0-97EA-379EBBA05F59,JL. RAYA BIKA N0. 53 BIKA Bika Kec. Bika Kab. Kapuas Hulu Prov. Kalimantan Barat,Kab. Kapuas Hulu,,Kalimantan Barat
20219324,SMAN 9 BANDUNG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/995CBF2D-B0BB-4230-B599-37A80932CA3D,LMU I SUPARMIN NO. I A BANDUNG Pajajaran Kec. Cicendo Kota Bandung Prov. Jawa Barat,,Kota Bandung,Jawa Barat
60105301,SMA Negeri 10 Kepulauan Tanimbar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/13C0BB34-F188-4D7E-8CC9-37A9A50F98D0,JL. MATHILDA BATLEJERI SAUMLAKI Saumlaki Kec. Tanimbar Selatan Kab. Kepulauan Tanimbar Prov. Maluku,Kab. Kepulauan Tanimbar,,Maluku
69954465,SMA AL-KAUTSAR,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47EED80B-E2F5-4BB2-AB97-37AAAC8D6134,Kp. Tataru Tenjonagara Kec. Cigalontang Kab. Tasikmalaya Prov. Jawa Barat,Kab. Tasikmalaya,,Jawa Barat
10646107,SMAN 14 OGAN KOMERING ULU,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FFF185E0-302A-42F3-B7D4-37B3CE11D411,Jl. Poros Batumarta IV Lubuk Banjar Kec. Lubuk Raja Kab. Ogan Komering Ulu Prov. Sumatera Selatan,Kab. Ogan Komering Ulu,,Sumatera Selatan
20314894,SMA NEGERI 1 TUNJUNGAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/655446B9-688A-4375-8880-37B5F1B3B33D,JL. GATOT SUBROTO KM. 4 Tamanrejo Kec. Tunjungan Kab. Blora Prov. Jawa Tengah,Kab. Blora,,Jawa Tengah
10645178,SMAN 1 LUBAI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F900C093-DF48-4B02-81E8-37B722430EE1,JL. RAYA PRABUMULIH - BATURAJA BERINGIN Kec. Lubai Kab. Muara Enim Prov. Sumatera Selatan,Kab. Muara Enim,,Sumatera Selatan
10643839,SMA NEGERI 1 KANDIS,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/74DD9BEB-B4B9-4D8C-8E8B-37B750F5E046,Jl. AMD Dusun 1 Desa Kandis 1 Kec. Kandi... Kandis I Kec. Kandis Kab. Ogan Ilir Prov. Sumatera Selatan,Kab. Ogan Ilir,,Sumatera Selatan
20546527,SMAS SYECH ABD QODIR ZAELANI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C4D7982-24A7-42DB-8B57-37C1958E5968,JL. JOGOSARI 10 Rangkang Kec. Kraksaan Kab. Probolinggo Prov. Jawa Timur,Kab. Probolinggo,,Jawa Timur
50100395,SMAS KARYA WISATA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82D2F987-445B-409C-BC3D-37CB4A1AFD3E,JL. SAMRATULANGI Penarukan Kec. Buleleng Kab. Buleleng Prov. Bali,Kab. Buleleng,,Bali
10203536,SMAN 1 PEGAGAN HILIR,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CCEE622-AFE2-40CC-9C66-37CD57C1A7F2,JL. TIGA BARU-SUMBUL Simartugan Kec. Pegagan Hilir Kab. Dairi Prov. Sumatera Utara,Kab. Dairi,,Sumatera Utara
69952362,SMA SWASTA IBNU ABBAS,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CE44340-EF59-4E2F-8AE7-37D906BA0F8F,JL. KONTU KOWUNA Mangga Kuning Kec. Katobu Kab. Muna Prov. Sulawesi Tenggara,Kab. Muna,,Sulawesi Tenggara
60400131,SMAN 2 MANOKWARI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19C1481D-450C-4ED7-BC2D-37DBDB6FBAC4,JL. PERTANIAN WOSI Wosi Kec. Manokwari Barat Kab. Manokwari Prov. Papua Barat,Kab. Manokwari,,Papua Barat
