kode,nama,link_profil,alamat,kabupaten,kota,provinsi
30402594,SMA NEGERI 1 TANJUNG SELOR,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AFC2E150-9AA0-4EE7-9377-DC6C31DEC92E,Jl. Kolonel Soetadji No. 06 Tanjung Selor Hilir Kec. Tanjung Selor Kab. Bulungan Prov. Kalimantan Utara,Kab. Bulungan,,Kalimantan Utara
50308342,SMA NEGERI 1 WAIBAKUL,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82A61B0E-7A6A-439E-BC71-DC6D0BE8BA36,Jl. Lintas Malinjak -  Wailawa Wailawa Kec. Katiku Tana Selatan Kab. Sumba Tengah Prov. Nusa Tenggara Timur,Kab. Sumba Tengah,,Nusa Tenggara Timur
20107393,SMAS STELLA MARIS JAKARTA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0663781-D783-4FF8-AD08-DC6FB1045E57,JL. LELE BLOK A1 Pejagalan Kec. Penjaringan Kota Adm. Jakarta Utara Prov. D.K.I. Jakarta,,Kota Adm. Jakarta Utara,D.K.I. Jakarta
20577746,SMAS MANARUL QUR`AN (BOARDING SCHOOOL),https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BFB1C6AF-D87F-4902-BBB0-DC76018EA64E,JL. PASAR LAMA I PACIRAN Paciran Kec. Paciran Kab. Lamongan Prov. Jawa Timur,Kab. Lamongan,,Jawa Timur
69760874,SMAN 2 RAHONG UTARA BEOKINA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/638A5F7A-F2F5-4E26-8E02-DC761067FF17,BEOKINA Golo Langkok Kec. Rahong Utara Kab. Manggarai Prov. Nusa Tenggara Timur,Kab. Manggarai,,Nusa Tenggara Timur
50100282,SMA Negeri 1 Tejakula,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FFB310F-8642-4C5A-8604-DC7C1A4C3C14,Jln. Singaraja-Amlapura Desa Tejakula Ke... Tejakula Kec. Tejakula Kab. Buleleng Prov. Bali,Kab. Buleleng,,Bali
10609322,SMAS MERANTI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23CA4AC4-81CD-4FDB-BA75-DC7D40CA2009,JL. BUSTANI REKAP Pedamaran Vi Kec. Pedamaran Kab. Ogan Komering Ilir Prov. Sumatera Selatan,Kab. Ogan Komering Ilir,,Sumatera Selatan
70033961,SMA IT INSAN MANDIRI ARRAHMAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C36AE775-48DA-4A2F-BADC-DC8039295BF3,Jl. Raya Cikanyere RT.01 RW.01 Kp. Pakua... Cikanyere Kec. Sukaresmi Kab. Cianjur Prov. Jawa Barat,Kab. Cianjur,,Jawa Barat
20100601,SMA KRISTEN 5 PENABUR,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/752EF85F-66BB-4F4B-BAAD-DC887BB92C9D,JL. HIBRIDA RAYA BLOK QA3 Kelapa Gading Barat Kec. Kelapa Gading Kota Adm. Jakarta Utara Prov. D.K.I. Jakarta,,Kota Adm. Jakarta Utara,D.K.I. Jakarta
70031235,SMA NUSANTARA PERMAI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E41E5150-0254-4424-8C65-DC8895716AB4,Jln. Pluit Karang Barat Blok O-VI No. 1B... Pluit Kec. Penjaringan Kota Adm. Jakarta Utara Prov. D.K.I. Jakarta,,Kota Adm. Jakarta Utara,D.K.I. Jakarta
10220210,SMAS PGRI 20 SIBORONGBORONG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0D8F77E-AD1C-4894-8C43-DC88E8060752,JL. SM. RAJA NO.153a Sitabo-Tabo Kec. Siborongborong Kab. Tapanuli Utara Prov. Sumatera Utara,Kab. Tapanuli Utara,,Sumatera Utara
10610276,SMAN 1 MUARADUA KISAM,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58EA4BBD-3B4B-41DA-8182-DC8BEF94DF2E,JL. LINTAS BAYUR Dusun Tengah Kec. Muaradua Kisam Kab. Ogan Komering Ulu Selatan Prov. Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,,Sumatera Selatan
20533627,SMAS DARUL ULUM AGUNG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EBEE5CE6-D7A9-40B4-BD8A-DC8E49918D8C,JL. MAYJEN SUNGKONO 9 Bumiayu Kec. Kedungkandang Kota Malang Prov. Jawa Timur,,Kota Malang,Jawa Timur
10104878,SMA NEGERI 7 ACEH BARAT DAYA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FD0BC49E-46DD-40B4-8AB1-DC942788665E,JL. NASIONAL BLANGPIDIE - MEULABOH Pantee Rakyat Kec. Babahrot Kab. Aceh Barat Daya Prov. Aceh,Kab. Aceh Barat Daya,,Aceh
30401487,SMAN 5 BALIKPAPAN SELATAN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B96E7493-7F1E-4897-A79B-DC95F7A99D61,JL. ABDI PRAJA BLOK F1 NO.119 Sepinggan Kec. Balikpapan Selatan Kota Balikpapan Prov. Kalimantan Timur,,Kota Balikpapan,Kalimantan Timur
69788706,SMAS ANUGRAH KUSUMA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D259E74-758F-4A19-B55F-DC9671125375,JL. GATOT SUBROTO Sidodadi Kec. Batalaiworu Kab. Muna Prov. Sulawesi Tenggara,Kab. Muna,,Sulawesi Tenggara
70048204,SMA AL JAAMIATU DAALATUL JANNAH,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8EC3D1AF-1AEC-4DED-A37A-DC9D87E4C43C,JL. Pangeran Ratu Menong No. 2 Tanjung Jaya Kec. Sungkai Barat Kab. Lampung Utara Prov. Lampung,Kab. Lampung Utara,,Lampung
69830368,SMA NEGERI PINTARENG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/739CB929-DD48-4791-AD87-DCA02696C098,PINTARENG Pintareng Kec. Tabukan Selatan Tenggara Kab. Kepulauan Sangihe Prov. Sulawesi Utara,Kab. Kepulauan Sangihe,,Sulawesi Utara
10644262,SMAN 1 MUARA PINANG,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F181A204-5D77-4BC2-98FC-DCA90F4711E6,JL. RAYA LUBUK TANJUNG Lubuk Tanjung Kec. Muara Pinang Kab. Empat Lawang Prov. Sumatera Selatan,Kab. Empat Lawang,,Sumatera Selatan
10505050,SMAN 17 MERANGIN,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44486C14-661D-4CC6-8258-DCABC716F8E8,JL. BANGKA Sungai Sahut Kec. Tabir Selatan Kab.  Merangin Prov. Jambi,Kab.  Merangin,,Jambi
69899811,SMA Swasta Amal Mas II Sumatera Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F98B4BC4-9EEB-489B-BCC9-DCAD71174D20,Dao-dao Zamolo Dao-dao Kec. Aramo Kab. Nias Selatan Prov. Sumatera Utara,Kab. Nias Selatan,,Sumatera Utara
40304854,SMAN 3 KEPULAUAN SELAYAR,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9CB0806C-915E-408F-852F-DCB02DD16577,PARIANGAN Harapan Kec. Bontosikuyu Kab. Kepulauan Selayar Prov. Sulawesi Selatan,Kab. Kepulauan Selayar,,Sulawesi Selatan
20100210,SMAN 5 JAKARTA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CEED7435-FEF1-4DE1-9E5A-DCB81A1913CD,JL. RAYA SUMUR BATU Sumur Batu Kec. Kemayoran Kota Adm. Jakarta Pusat Prov. D.K.I. Jakarta,,Kota Adm. Jakarta Pusat,D.K.I. Jakarta
69978141,SMA TAHFIDZ AL-IZZAH,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6B55949-FD7C-41B7-B85D-DCC244DADAF4,Jl. Poros Simpang Pasir RT. 18 Simpang Pasir Kec. Palaran Kota Samarinda Prov. Kalimantan Timur,,Kota Samarinda,Kalimantan Timur
20223030,SMAS SYARIF HIDAYATULLAH,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7ABDD343-5F6B-44B9-93B3-DCCA83B53061,JL. MASJID HIDAYATULLAH NO. 23 Jaka Setia Kec. Bekasi Selatan Kota Bekasi Prov. Jawa Barat,,Kota Bekasi,Jawa Barat
